iter	Passed	Remaining
1666	45006	35989
1667	45033	35961
1668	45057	35932
1669	45084	35905
1670	45111	35878
1671	45138	35851
1672	45163	35822
1673	45188	35794
1674	45215	35767
1675	45241	35739
1676	45268	35712
1677	45294	35684
1678	45322	35658
1679	45351	35632
1680	45378	35606
1681	45407	35580
1682	45434	35553
1683	45460	35526
1684	45486	35498
1685	45512	35470
1686	45538	35442
1687	45567	35417
1688	45592	35389
1689	45619	35361
1690	45644	35333
1691	45671	35306
1692	45697	35278
1693	45723	35250
1694	45752	35225
1695	45786	35203
1696	45815	35178
1697	45841	35150
1698	45864	35120
1699	45890	35092
1700	45920	35067
1701	45948	35041
1702	45976	35015
1703	46005	34990
1704	46034	34964
1705	46063	34938
1706	46091	34913
1707	46119	34886
1708	46148	34861
1709	46178	34836
1710	46207	34810
1711	46234	34784
1712	46263	34758
1713	46291	34732
1714	46314	34701
1715	46336	34671
1716	46359	34641
1717	46387	34615
1718	46418	34590
1719	46446	34564
1720	46476	34540
1721	46506	34515
1722	46533	34488
1723	46561	34461
1724	46588	34435
1725	46616	34408
1726	46646	34383
1727	46675	34358
1728	46703	34332
1729	46731	34305
1730	46758	34279
1731	46795	34258
1732	46838	34243
1733	46863	34215
1734	46886	34185
1735	46914	34159
1736	46945	34134
1737	46976	34110
1738	47003	34083
1739	47031	34057
1740	47060	34031
1741	47089	34006
1742	47120	33982
1743	47149	33955
1744	47179	33931
1745	47208	33905
1746	47238	33880
1747	47268	33855
1748	47297	33830
1749	47324	33803
1750	47355	33778
1751	47411	33772
1752	47453	33756
1753	47486	33733
1754	47513	33706
1755	47543	33680
1756	47573	33656
1757	47602	33630
1758	47629	33603
1759	47659	33578
1760	47687	33551
1761	47714	33524
1762	47743	33498
1763	47773	33473
1764	47803	33448
1765	47832	33423
1766	47861	33397
1767	47893	33373
1768	47924	33349
1769	47956	33325
1770	47985	33299
1771	48007	33269
1772	48029	33238
1773	48059	33213
1774	48087	33187
1775	48115	33160
1776	48143	33134
1777	48172	33108
1778	48202	33083
1779	48234	33059
1780	48262	33033
1781	48290	33006
1782	48320	32981
1783	48350	32956
1784	48380	32931
1785	48410	32905
1786	48441	32881
1787	48472	32857
1788	48501	32831
1789	48532	32806
1790	48563	32782
1791	48592	32756
1792	48621	32730
1793	48650	32705
1794	48681	32680
1795	48709	32654
1796	48737	32627
1797	48765	32600
1798	48793	32574
1799	48821	32547
1800	48846	32518
1801	48873	32492
1802	48899	32464
1803	48926	32436
1804	48953	32409
1805	48981	32382
1806	49012	32358
1807	49043	32333
1808	49070	32306
1809	49095	32278
1810	49121	32250
1811	49147	32222
1812	49172	32193
1813	49196	32165
1814	49220	32135
1815	49247	32108
1816	49274	32081
1817	49298	32052
1818	49324	32024
1819	49353	31998
1820	49379	31970
1821	49409	31945
1822	49440	31920
1823	49469	31894
1824	49495	31867
1825	49522	31839
1826	49549	31812
1827	49575	31785
1828	49601	31756
1829	49626	31728
1830	49652	31700
1831	49679	31673
1832	49706	31645
1833	49732	31618
1834	49758	31590
1835	49785	31563
1836	49811	31535
1837	49836	31506
1838	49861	31478
1839	49888	31451
1840	49915	31424
1841	49944	31398
1842	49973	31372
1843	50005	31348
1844	50041	31326
1845	50077	31305
1846	50110	31281
1847	50144	31259
1848	50177	31235
1849	50207	31210
1850	50236	31183
1851	50264	31157
1852	50291	31130
1853	50319	31103
1854	50344	31075
1855	50371	31047
1856	50397	31019
1857	50424	30992
1858	50452	30966
1859	50480	30939
1860	50505	30910
1861	50525	30879
1862	50556	30854
1863	50588	30830
1864	50616	30804
1865	50645	30777
1866	50671	30750
1867	50700	30724
1868	50731	30699
1869	50772	30680
1870	50804	30656
1871	50835	30631
1872	50863	30605
1873	50893	30579
1874	50922	30553
1875	50953	30528
1876	50982	30502
1877	51007	30474
1878	51030	30444
1879	51059	30418
1880	51089	30392
1881	51118	30367
1882	51147	30341
1883	51174	30313
1884	51204	30288
1885	51232	30261
1886	51261	30235
1887	51291	30210
1888	51320	30183
1889	51352	30159
1890	51383	30134
1891	51413	30109
1892	51443	30083
1893	51472	30057
1894	51495	30027
1895	51518	29998
1896	51547	29972
1897	51575	29945
1898	51605	29919
1899	51634	29893
1900	51663	29867
1901	51691	29840
1902	51718	29813
1903	51747	29787
1904	51775	29760
1905	51804	29734
1906	51833	29708
1907	51861	29681
1908	51888	29654
1909	51917	29628
1910	51944	29601
1911	51972	29574
1912	52002	29548
1913	52032	29523
1914	52059	29495
1915	52087	29468
1916	52116	29443
1917	52146	29417
1918	52175	29391
1919	52201	29363
1920	52224	29333
1921	52244	29302
1922	52267	29272
1923	52297	29247
1924	52328	29222
1925	52356	29195
1926	52383	29168
1927	52413	29142
1928	52442	29116
1929	52470	29089
1930	52499	29063
1931	52527	29036
1932	52557	29011
1933	52587	28985
1934	52614	28958
1935	52639	28929
1936	52660	28899
1937	52684	28870
1938	52715	28845
1939	52746	28820
1940	52778	28795
1941	52808	28770
1942	52850	28750
1943	52885	28728
1944	52914	28701
1945	52945	28676
1946	52974	28650
1947	53004	28624
1948	53034	28599
1949	53062	28572
1950	53090	28545
1951	53113	28515
1952	53138	28487
1953	53168	28461
1954	53195	28434
1955	53225	28408
1956	53253	28382
1957	53282	28355
1958	53311	28329
1959	53343	28304
1960	53371	28278
1961	53400	28251
1962	53429	28225
1963	53457	28198
1964	53485	28171
1965	53509	28142
1966	53552	28124
1967	53594	28104
1968	53632	28082
1969	53666	28059
1970	53694	28032
1971	53724	28006
1972	53752	27979
1973	53780	27952
1974	53809	27926
1975	53836	27898
1976	53864	27872
1977	53891	27845
1978	53919	27817
1979	53943	27789
1980	53964	27758
1981	53986	27728
1982	54016	27702
1983	54045	27676
1984	54070	27648
1985	54099	27621
1986	54126	27594
1987	54154	27567
1988	54182	27540
1989	54210	27513
1990	54237	27486
1991	54265	27459
1992	54292	27432
1993	54320	27405
1994	54349	27378
1995	54376	27351
1996	54404	27324
1997	54431	27297
1998	54456	27269
1999	54483	27241
2000	54509	27213
2001	54533	27185
2002	54560	27157
2003	54587	27130
2004	54614	27102
2005	54638	27074
2006	54659	27044
2007	54682	27014
2008	54711	26988
2009	54739	26961
2010	54767	26934
2011	54795	26907
2012	54823	26880
2013	54851	26853
2014	54878	26826
2015	54905	26799
2016	54934	26772
2017	54961	26745
2018	54990	26718
2019	55020	26692
2020	55050	26667
2021	55078	26640
2022	55107	26613
2023	55134	26586
2024	55163	26559
2025	55190	26532
2026	55217	26505
2027	55244	26478
2028	55273	26451
2029	55300	26424
2030	55328	26397
2031	55357	26370
2032	55384	26343
2033	55412	26317
2034	55441	26290
2035	55469	26263
2036	55497	26236
2037	55526	26210
2038	55554	26183
2039	55581	26156
2040	55609	26128
2041	55637	26102
2042	55664	26074
2043	55689	26046
2044	55715	26018
2045	55742	25991
2046	55769	25964
2047	55798	25937
2048	55830	25912
2049	55857	25885
2050	55884	25857
2051	55912	25830
2052	55940	25803
2053	55966	25776
2054	55993	25749
2055	56022	25722
2056	56050	25695
2057	56077	25667
2058	56103	25640
2059	56132	25614
2060	56160	25587
2061	56190	25561
2062	56219	25534
2063	56248	25507
2064	56276	25480
2065	56325	25463
2066	56364	25441
2067	56403	25419
2068	56442	25397
2069	56474	25372
2070	56504	25346
2071	56537	25321
2072	56568	25296
2073	56600	25270
2074	56630	25244
2075	56658	25218
2076	56685	25190
2077	56711	25162
2078	56739	25135
2079	56767	25108
2080	56795	25081
2081	56821	25053
2082	56849	25026
2083	56878	25000
2084	56908	24974
2085	56936	24947
2086	56963	24919
2087	56990	24892
2088	57017	24864
2089	57044	24837
2090	57069	24809
2091	57097	24782
2092	57123	24754
2093	57150	24727
2094	57179	24700
2095	57207	24673
2096	57236	24647
2097	57264	24619
2098	57291	24592
2099	57319	24565
2100	57345	24537
2101	57375	24511
2102	57401	24483
2103	57428	24456
2104	57453	24428
2105	57482	24401
2106	57508	24373
2107	57535	24346
2108	57563	24319
2109	57592	24292
2110	57618	24264
2111	57644	24236
2112	57670	24209
2113	57698	24182
2114	57725	24154
2115	57752	24127
2116	57778	24099
2117	57804	24071
2118	57831	24044
2119	57857	24016
2120	57882	23988
2121	57909	23960
2122	57933	23932
2123	57958	23903
2124	57984	23875
2125	58010	23848
2126	58037	23820
2127	58062	23792
2128	58088	23764
2129	58113	23736
2130	58137	23708
2131	58163	23679
2132	58189	23652
2133	58214	23623
2134	58239	23595
2135	58265	23568
2136	58291	23540
2137	58316	23512
2138	58341	23483
2139	58368	23456
2140	58393	23428
2141	58419	23400
2142	58446	23373
2143	58472	23345
2144	58497	23317
2145	58524	23289
2146	58550	23262
2147	58578	23234
2148	58603	23206
2149	58629	23179
2150	58655	23151
2151	58681	23123
2152	58708	23096
2153	58734	23068
2154	58759	23040
2155	58786	23012
2156	58811	22984
2157	58835	22956
2158	58861	22928
2159	58886	22900
2160	58912	22872
2161	58938	22844
2162	58965	22817
2163	58992	22790
2164	59018	22762
2165	59042	22733
2166	59068	22706
2167	59093	22677
2168	59119	22650
2169	59144	22621
2170	59170	22594
2171	59196	22566
2172	59223	22539
2173	59248	22511
2174	59274	22483
2175	59300	22455
2176	59326	22427
2177	59352	22400
2178	59380	22373
2179	59407	22345
2180	59434	22318
2181	59460	22290
2182	59485	22262
2183	59511	22234
2184	59538	22207
2185	59565	22180
2186	59591	22152
2187	59619	22125
2188	59650	22099
2189	59678	22072
2190	59705	22045
2191	59731	22017
2192	59756	21989
2193	59780	21961
2194	59806	21933
2195	59832	21905
2196	59857	21877
2197	59884	21850
2198	59911	21823
2199	59936	21795
2200	59961	21767
2201	59987	21739
2202	60013	21711
2203	60040	21684
2204	60067	21657
2205	60094	21629
2206	60118	21601
2207	60143	21573
2208	60168	21545
2209	60195	21517
2210	60221	21490
2211	60246	21461
2212	60270	21433
2213	60296	21406
2214	60322	21378
2215	60347	21350
2216	60372	21322
2217	60396	21294
2218	60422	21266
2219	60445	21237
2220	60472	21210
2221	60500	21183
2222	60529	21156
2223	60554	21128
2224	60579	21100
2225	60605	21072
2226	60632	21045
2227	60659	21018
2228	60685	20990
2229	60712	20963
2230	60737	20935
2231	60762	20907
2232	60788	20879
2233	60815	20852
2234	60843	20825
2235	60871	20798
2236	60898	20771
2237	60924	20743
2238	60950	20716
2239	60978	20689
2240	61007	20662
2241	61037	20636
2242	61066	20609
2243	61092	20581
2244	61120	20554
2245	61147	20527
2246	61173	20500
2247	61200	20472
2248	61227	20445
2249	61254	20418
2250	61280	20390
2251	61308	20363
2252	61334	20335
2253	61359	20308
2254	61388	20281
2255	61412	20253
2256	61440	20226
2257	61467	20198
2258	61494	20171
2259	61522	20144
2260	61551	20117
2261	61580	20091
2262	61603	20062
2263	61626	20033
2264	61658	20008
2265	61694	19983
2266	61726	19958
2267	61756	19931
2268	61783	19904
2269	61810	19877
2270	61839	19850
2271	61867	19823
2272	61895	19796
2273	61923	19769
2274	61953	19743
2275	61986	19718
2276	62019	19692
2277	62044	19664
2278	62071	19637
2279	62104	19611
2280	62133	19585
2281	62162	19558
2282	62189	19531
2283	62215	19503
2284	62242	19476
2285	62267	19448
2286	62291	19420
2287	62317	19392
2288	62344	19365
2289	62371	19337
2290	62398	19310
2291	62423	19282
2292	62450	19255
2293	62474	19227
2294	62500	19199
2295	62526	19171
2296	62551	19144
2297	62577	19116
2298	62603	19088
2299	62631	19061
2300	62656	19033
2301	62682	19006
2302	62708	18978
2303	62731	18949
2304	62752	18920
2305	62775	18892
2306	62805	18866
2307	62834	18839
2308	62861	18812
2309	62889	18785
2310	62915	18757
2311	62942	18730
2312	62971	18703
2313	62997	18676
2314	63027	18649
2315	63053	18621
2316	63080	18594
2317	63108	18567
2318	63137	18541
2319	63165	18513
2320	63191	18486
2321	63220	18459
2322	63246	18432
2323	63272	18404
2324	63299	18377
2325	63325	18349
2326	63353	18322
2327	63384	18296
2328	63411	18269
2329	63437	18241
2330	63466	18215
2331	63494	18188
2332	63521	18160
2333	63548	18133
2334	63574	18105
2335	63599	18077
2336	63623	18049
2337	63650	18022
2338	63676	17994
2339	63703	17967
2340	63729	17940
2341	63756	17912
2342	63784	17885
2343	63814	17859
2344	63845	17833
2345	63873	17806
2346	63898	17778
2347	63924	17750
2348	63950	17723
2349	63975	17695
2350	64002	17668
2351	64029	17640
2352	64056	17613
2353	64082	17585
2354	64109	17558
2355	64132	17530
2356	64158	17502
2357	64184	17475
2358	64210	17447
2359	64236	17420
2360	64265	17393
2361	64293	17366
2362	64325	17340
2363	64353	17313
2364	64381	17286
2365	64408	17259
2366	64436	17231
2367	64462	17204
2368	64491	17177
2369	64522	17151
2370	64553	17125
2371	64581	17098
2372	64609	17071
2373	64636	17044
2374	64663	17016
2375	64692	16990
2376	64721	16963
2377	64748	16935
2378	64777	16909
2379	64804	16881
2380	64831	16854
2381	64859	16827
2382	64887	16800
2383	64913	16773
2384	64940	16745
2385	64968	16718
2386	64996	16691
2387	65024	16664
2388	65052	16637
2389	65080	16610
2390	65106	16582
2391	65132	16555
2392	65161	16528
2393	65187	16501
2394	65215	16474
2395	65240	16446
2396	65267	16418
2397	65295	16391
2398	65323	16364
2399	65349	16337
2400	65376	16310
2401	65406	16283
2402	65432	16255
2403	65459	16228
2404	65487	16201
2405	65515	16174
2406	65542	16147
2407	65569	16120
2408	65594	16092
2409	65619	16064
2410	65645	16036
2411	65669	16008
2412	65695	15981
2413	65724	15954
2414	65753	15927
2415	65782	15901
2416	65812	15874
2417	65840	15847
2418	65867	15820
2419	65893	15792
2420	65923	15766
2421	65955	15740
2422	65985	15713
2423	66013	15686
2424	66043	15659
2425	66071	15632
2426	66099	15605
2427	66120	15576
2428	66145	15549
2429	66176	15522
2430	66204	15495
2431	66249	15472
2432	66287	15447
2433	66329	15424
2434	66366	15399
2435	66398	15373
2436	66430	15346
2437	66460	15320
2438	66488	15293
2439	66515	15265
2440	66545	15239
2441	66574	15212
2442	66602	15185
2443	66627	15157
2444	66655	15130
2445	66683	15103
2446	66711	15076
2447	66738	15048
2448	66766	15021
2449	66794	14994
2450	66821	14967
2451	66854	14941
2452	66895	14917
2453	66924	14890
2454	66951	14862
2455	66976	14835
2456	67002	14807
2457	67028	14780
2458	67053	14752
2459	67082	14725
2460	67108	14697
2461	67134	14670
2462	67160	14642
2463	67186	14615
2464	67215	14588
2465	67240	14560
2466	67265	14532
2467	67292	14505
2468	67317	14477
2469	67345	14450
2470	67371	14423
2471	67397	14395
2472	67422	14367
2473	67447	14340
2474	67473	14312
2475	67499	14284
2476	67523	14257
2477	67552	14230
2478	67579	14202
2479	67604	14175
2480	67632	14148
2481	67658	14120
2482	67683	14092
2483	67711	14065
2484	67738	14038
2485	67764	14010
2486	67790	13983
2487	67815	13955
2488	67841	13928
2489	67867	13900
2490	67893	13872
2491	67918	13845
2492	67945	13817
2493	67971	13790
2494	67995	13762
2495	68021	13735
2496	68047	13707
2497	68072	13679
2498	68098	13652
2499	68122	13624
2500	68148	13596
2501	68175	13569
2502	68202	13542
2503	68227	13514
2504	68252	13487
2505	68278	13459
2506	68305	13432
2507	68332	13404
2508	68358	13377
2509	68383	13349
2510	68408	13322
2511	68437	13295
2512	68465	13268
2513	68491	13240
2514	68519	13213
2515	68546	13186
2516	68572	13158
2517	68598	13131
2518	68625	13104
2519	68652	13076
2520	68680	13049
2521	68711	13022
2522	68739	12995
2523	68767	12968
2524	68793	12941
2525	68818	12913
2526	68843	12885
2527	68868	12858
2528	68895	12831
2529	68921	12803
2530	68951	12776
2531	68979	12749
2532	69001	12721
2533	69023	12693
2534	69049	12665
2535	69078	12638
2536	69105	12611
2537	69133	12584
2538	69159	12557
2539	69186	12529
2540	69213	12502
2541	69245	12476
2542	69274	12449
2543	69304	12422
2544	69333	12395
2545	69362	12368
2546	69388	12341
2547	69416	12313
2548	69442	12286
2549	69469	12259
2550	69498	12232
2551	69529	12205
2552	69560	12179
2553	69589	12152
2554	69618	12125
2555	69647	12098
2556	69675	12071
2557	69708	12044
2558	69739	12018
2559	69774	11992
2560	69804	11965
2561	69832	11938
2562	69860	11911
2563	69887	11884
2564	69915	11857
2565	69944	11830
2566	69970	11802
2567	69997	11775
2568	70024	11748
2569	70051	11720
2570	70076	11693
2571	70103	11665
2572	70130	11638
2573	70157	11611
2574	70185	11583
2575	70212	11556
2576	70238	11529
2577	70266	11502
2578	70293	11474
2579	70320	11447
2580	70346	11420
2581	70373	11392
2582	70399	11365
2583	70426	11337
2584	70452	11310
2585	70478	11283
2586	70505	11255
2587	70530	11228
2588	70558	11201
2589	70586	11173
2590	70614	11146
2591	70638	11119
2592	70661	11091
2593	70685	11063
2594	70715	11036
2595	70743	11009
2596	70773	10982
2597	70803	10955
2598	70831	10928
2599	70862	10901
2600	70893	10875
2601	70920	10847
2602	70949	10820
2603	70976	10793
2604	71004	10766
2605	71031	10739
2606	71060	10712
2607	71087	10684
2608	71114	10657
2609	71143	10630
2610	71171	10603
2611	71200	10576
2612	71227	10549
2613	71254	10521
2614	71282	10494
2615	71311	10467
2616	71339	10440
2617	71366	10413
2618	71393	10386
2619	71420	10358
2620	71446	10331
2621	71471	10303
2622	71498	10276
2623	71523	10248
2624	71550	10221
2625	71579	10194
2626	71606	10167
2627	71634	10139
2628	71659	10112
2629	71686	10085
2630	71713	10057
2631	71739	10030
2632	71783	10005
2633	71825	9980
2634	71860	9954
2635	71891	9927
2636	71919	9900
2637	71946	9872
2638	71973	9845
2639	71999	9818
2640	72023	9790
2641	72047	9762
2642	72070	9734
2643	72096	9707
2644	72127	9680
2645	72154	9653
2646	72183	9626
2647	72211	9599
2648	72240	9572
2649	72267	9544
2650	72297	9517
2651	72325	9490
2652	72351	9463
2653	72382	9436
2654	72408	9409
2655	72437	9382
2656	72465	9354
2657	72492	9327
2658	72516	9299
2659	72542	9272
2660	72569	9245
2661	72595	9217
2662	72622	9190
2663	72646	9162
2664	72667	9134
2665	72693	9107
2666	72721	9079
2667	72750	9052
2668	72777	9025
2669	72804	8998
2670	72831	8971
2671	72860	8943
2672	72889	8916
2673	72917	8889
2674	72946	8862
2675	72972	8835
2676	73001	8808
2677	73027	8780
2678	73048	8752
2679	73071	8724
2680	73102	8698
2681	73130	8670
2682	73157	8643
2683	73185	8616
2684	73214	8589
2685	73244	8562
2686	73277	8535
2687	73304	8508
2688	73331	8481
2689	73360	8454
2690	73388	8426
2691	73416	8399
2692	73446	8372
2693	73475	8345
2694	73505	8318
2695	73533	8291
2696	73559	8264
2697	73587	8236
2698	73613	8209
2699	73640	8182
2700	73666	8154
2701	73692	8127
2702	73719	8100
2703	73744	8072
2704	73767	8044
2705	73789	8017
2706	73813	7989
2707	73840	7962
2708	73869	7935
2709	73898	7907
2710	73927	7880
2711	73957	7853
2712	73987	7826
2713	74016	7799
2714	74043	7772
2715	74069	7745
2716	74095	7717
2717	74121	7690
2718	74147	7662
2719	74172	7635
2720	74199	7608
2721	74224	7580
2722	74249	7553
2723	74276	7525
2724	74303	7498
2725	74328	7471
2726	74355	7443
2727	74381	7416
2728	74410	7389
2729	74437	7361
2730	74462	7334
2731	74488	7307
2732	74512	7279
2733	74535	7251
2734	74560	7224
2735	74588	7197
2736	74614	7169
2737	74636	7141
2738	74656	7114
2739	74679	7086
2740	74709	7059
2741	74737	7032
2742	74765	7004
2743	74793	6977
2744	74823	6950
2745	74849	6923
2746	74878	6896
2747	74906	6869
2748	74934	6841
2749	74960	6814
2750	74986	6787
2751	75011	6759
2752	75035	6732
2753	75061	6704
2754	75088	6677
2755	75110	6649
2756	75132	6622
2757	75163	6595
2758	75197	6568
2759	75231	6541
2760	75264	6515
2761	75294	6488
2762	75322	6460
2763	75349	6433
2764	75375	6406
2765	75400	6378
2766	75428	6351
2767	75454	6324
2768	75479	6296
2769	75505	6269
2770	75532	6242
2771	75558	6214
2772	75585	6187
2773	75612	6160
2774	75634	6132
2775	75655	6104
2776	75685	6077
2777	75714	6050
2778	75741	6023
2779	75770	5996
2780	75798	5968
2781	75824	5941
2782	75850	5914
2783	75877	5887
2784	75903	5859
2785	75931	5832
2786	75959	5805
2787	75986	5778
2788	76012	5750
2789	76038	5723
2790	76067	5696
2791	76092	5668
2792	76118	5641
2793	76143	5614
2794	76170	5586
2795	76191	5559
2796	76213	5531
2797	76238	5504
2798	76268	5476
2799	76298	5449
2800	76328	5422
2801	76356	5395
2802	76386	5368
2803	76415	5341
2804	76443	5314
2805	76473	5287
2806	76500	5259
2807	76530	5232
2808	76560	5205
2809	76588	5178
2810	76616	5151
2811	76642	5124
2812	76668	5096
2813	76694	5069
2814	76720	5042
2815	76746	5014
2816	76772	4987
2817	76792	4959
2818	76814	4932
2819	76842	4904
2820	76872	4877
2821	76901	4850
2822	76932	4823
2823	76961	4796
2824	76988	4769
2825	77017	4742
2826	77046	4714
2827	77076	4687
2828	77104	4660
2829	77126	4633
2830	77149	4605
2831	77180	4578
2832	77210	4551
2833	77239	4524
2834	77269	4497
2835	77298	4469
2836	77330	4443
2837	77359	4415
2838	77389	4388
2839	77419	4361
2840	77447	4334
2841	77479	4307
2842	77508	4280
2843	77536	4253
2844	77582	4226
2845	77617	4199
2846	77648	4172
2847	77677	4145
2848	77706	4118
2849	77731	4091
2850	77752	4063
2851	77775	4036
2852	77804	4008
2853	77832	3981
2854	77859	3954
2855	77887	3927
2856	77916	3899
2857	77943	3872
2858	77973	3845
2859	77999	3818
2860	78024	3790
2861	78051	3763
2862	78079	3736
2863	78105	3708
2864	78126	3681
2865	78147	3653
2866	78173	3626
2867	78204	3599
2868	78248	3572
2869	78283	3545
2870	78311	3518
2871	78337	3491
2872	78364	3464
2873	78389	3436
2874	78415	3409
2875	78441	3382
2876	78465	3354
2877	78491	3327
2878	78519	3300
2879	78543	3272
2880	78567	3245
2881	78587	3217
2882	78608	3190
2883	78635	3162
2884	78663	3135
2885	78691	3108
2886	78721	3081
2887	78750	3054
2888	78778	3026
2889	78806	2999
2890	78834	2972
2891	78861	2945
2892	78890	2917
2893	78919	2890
2894	78946	2863
2895	78975	2836
2896	79003	2808
2897	79029	2781
2898	79056	2754
2899	79082	2726
2900	79111	2699
2901	79138	2672
2902	79168	2645
2903	79193	2617
2904	79219	2590
2905	79246	2563
2906	79273	2536
2907	79298	2508
2908	79323	2481
2909	79351	2454
2910	79375	2426
2911	79402	2399
2912	79428	2372
2913	79454	2344
2914	79481	2317
2915	79506	2290
2916	79533	2263
2917	79558	2235
2918	79583	2208
2919	79610	2181
2920	79637	2153
2921	79663	2126
2922	79689	2099
2923	79716	2071
2924	79743	2044
2925	79781	2017
2926	79812	1990
2927	79843	1963
2928	79872	1936
2929	79902	1908
2930	79936	1881
2931	79963	1854
2932	79990	1827
2933	80016	1799
2934	80044	1772
2935	80070	1745
2936	80099	1718
2937	80125	1690
2938	80151	1663
2939	80177	1636
2940	80204	1609
2941	80231	1581
2942	80256	1554
2943	80282	1527
2944	80312	1499
2945	80342	1472
2946	80368	1445
2947	80394	1418
2948	80422	1390
2949	80449	1363
2950	80476	1336
2951	80504	1309
2952	80531	1281
2953	80558	1254
2954	80588	1227
2955	80618	1200
2956	80647	1172
2957	80678	1145
2958	80706	1118
2959	80734	1091
2960	80760	1063
2961	80787	1036
2962	80813	1009
2963	80839	981
2964	80864	954
2965	80890	927
2966	80916	899
2967	80944	872
2968	80972	845
2969	81000	818
2970	81028	790
2971	81057	763
2972	81084	736
2973	81113	709
2974	81142	681
2975	81168	654
2976	81195	627
2977	81224	600
2978	81251	572
2979	81278	545
2980	81305	518
2981	81333	490
2982	81372	463
2983	81406	436
2984	81442	409
2985	81470	381
2986	81497	354
2987	81527	327
2988	81553	300
2989	81580	272
2990	81606	245
2991	81632	218
2992	81657	190
2993	81683	163
2994	81708	136
2995	81734	109
2996	81761	81
2997	81788	54
2998	81815	27
2999	81842	0
