iter	RMSE
157	0.2988270296
158	0.2983663047
159	0.2980458201
160	0.2976611828
161	0.2973199921
162	0.2970111055
163	0.29682158
164	0.2965624056
165	0.2962435554
166	0.2958777851
167	0.2956105893
168	0.2953432336
169	0.2951756721
170	0.2949480653
171	0.2947916583
172	0.2946252294
173	0.2943817805
174	0.2942338409
175	0.293912399
176	0.2936153186
177	0.293394572
178	0.2931685749
179	0.2929315815
180	0.2927211941
181	0.2925181972
182	0.2923016668
183	0.2920338315
184	0.2918229046
185	0.2915511678
186	0.2913074659
187	0.2909793763
188	0.2906162542
189	0.2904165585
190	0.2902092015
191	0.2900403536
192	0.2897848398
193	0.2894481355
194	0.2892354446
195	0.2889169387
196	0.2886587926
197	0.2884437471
198	0.2881547711
199	0.287946891
200	0.2878122818
201	0.2875490466
202	0.2873208696
203	0.2871363189
204	0.2868968129
205	0.2867653614
206	0.2865098119
207	0.2862038867
208	0.2859759344
209	0.2857688788
210	0.2854750975
211	0.2853170054
212	0.2850945221
213	0.2848943725
214	0.2846910895
215	0.2845453031
216	0.2842651761
217	0.2840615896
218	0.2839149815
219	0.2836032702
220	0.2834512138
221	0.2832654467
222	0.2830825149
223	0.2828952663
224	0.2827570449
225	0.2825741071
226	0.2823888136
227	0.2822205378
228	0.2820342656
229	0.2818289798
230	0.281632864
231	0.281450761
232	0.2812451812
233	0.2810760757
234	0.2808499001
235	0.2807019971
236	0.2804152795
237	0.2802581364
238	0.2800742456
239	0.2798933423
240	0.2797745413
241	0.2796189104
242	0.2794271053
243	0.2792552
244	0.2790955666
245	0.2789381439
246	0.2787279697
247	0.2784868651
248	0.2782913588
249	0.2781548334
250	0.2779355052
251	0.2777148471
252	0.2775685959
253	0.2774026571
254	0.2772351326
255	0.2770388123
256	0.2768420146
257	0.2766300722
258	0.2765185048
259	0.2763173897
260	0.2761306862
261	0.2759842988
262	0.2758168852
263	0.2756267736
264	0.2753445146
265	0.2752031774
266	0.2750592922
267	0.2748997458
268	0.2746287929
269	0.27442826
270	0.274149531
271	0.2739213401
272	0.2737475031
273	0.2734837034
274	0.2732837775
275	0.2730452783
276	0.2728814193
277	0.2727546992
278	0.2726570082
279	0.2725218364
280	0.2724171979
281	0.2722608519
282	0.2721162025
283	0.2719686252
284	0.2717829961
285	0.2716413012
286	0.2714473644
287	0.2712912246
288	0.2711195289
289	0.2709068593
290	0.2707363663
291	0.2705984058
292	0.2704133772
293	0.2702844065
294	0.2700886659
295	0.2698963427
296	0.2697497846
297	0.2696156589
298	0.2694863234
299	0.2693222411
300	0.2692008935
301	0.2690715364
302	0.2689346273
303	0.2687691549
304	0.2683894552
305	0.2682218717
306	0.2680014192
307	0.2678145644
308	0.2676728634
309	0.2675485366
310	0.2674167254
311	0.267305058
312	0.267171153
313	0.2670101168
314	0.2668636733
315	0.2666326855
316	0.266377399
317	0.2662558617
318	0.2661067737
319	0.2659781934
320	0.2658435471
321	0.265746094
322	0.2656200271
323	0.265385298
324	0.2652995486
325	0.2651419866
326	0.2649712811
327	0.2648322234
328	0.2646946756
329	0.2645518644
330	0.2644731735
331	0.2643665675
332	0.2642744742
333	0.2641484163
334	0.2639024449
335	0.2637539112
336	0.263640905
337	0.2635349742
338	0.2634040646
339	0.2632559221
340	0.2631411411
341	0.2629674475
342	0.2626878957
343	0.2624270092
344	0.2623078819
345	0.2621432935
346	0.2620555219
347	0.2619029205
348	0.2617142936
349	0.2615585777
350	0.2613474253
351	0.2612374356
352	0.2610832698
353	0.2609520623
354	0.2608090596
355	0.2606955671
356	0.2605629472
357	0.2604589153
358	0.2602693208
359	0.2601242822
360	0.2600019546
361	0.259858896
362	0.2597385401
363	0.2596216823
364	0.259456804
365	0.2592499949
366	0.259162372
367	0.2590250421
368	0.2589020262
369	0.2587936119
370	0.2586840557
371	0.2584147844
372	0.2582832454
373	0.2581261301
374	0.2580423012
375	0.2579241875
376	0.2577729161
377	0.25762924
378	0.2575066428
379	0.2573931692
380	0.2572670586
381	0.2571501857
382	0.2570127554
383	0.2568567226
384	0.2566805577
385	0.2565508968
386	0.2563704594
387	0.2561966714
388	0.2560303209
389	0.2558563551
390	0.255757873
391	0.2556119393
392	0.2555245622
393	0.2554153886
394	0.2552665554
395	0.2551161469
396	0.2549787824
397	0.2548577783
398	0.2547633611
399	0.2546407446
400	0.254495129
401	0.2543718271
402	0.2542683897
403	0.2541327566
404	0.2540385205
405	0.2539132513
406	0.2537556121
407	0.2536798836
408	0.2535481556
409	0.2534003976
410	0.2532669036
411	0.253182342
412	0.2530858209
413	0.2529921843
414	0.252894664
415	0.2528014375
416	0.2527050333
417	0.2526259203
418	0.2524781492
419	0.2523806835
420	0.2522943535
421	0.2521750297
422	0.2520633059
423	0.2520055225
424	0.2518217143
425	0.2517115775
426	0.2515833286
427	0.2515010208
428	0.2514182739
429	0.2513332058
430	0.2512292332
431	0.2511065984
432	0.2510093854
433	0.2509216978
434	0.2508255601
435	0.2507466113
436	0.2506609345
437	0.2505703181
438	0.2505052466
439	0.2503825465
440	0.2502762203
441	0.2501610188
442	0.2500756552
443	0.2499845005
444	0.2498500863
445	0.2497619714
446	0.2496420936
447	0.249555599
448	0.2494817373
449	0.2494102496
450	0.2493346074
451	0.2492180503
452	0.2490832999
453	0.249004363
454	0.2489230589
455	0.2487977368
456	0.2486906301
457	0.248603469
458	0.2485131278
459	0.2484090581
460	0.2483098059
461	0.2482240462
462	0.2481665902
463	0.2479816657
464	0.2479250668
465	0.2478119726
466	0.2476350211
467	0.2475296717
468	0.2474353037
469	0.2473649211
470	0.247288611
471	0.2471957047
472	0.247088242
473	0.247010835
474	0.2469222164
475	0.2467749735
476	0.2466747693
477	0.2466021153
478	0.2465417086
479	0.2464621208
480	0.2463815681
481	0.24631831
482	0.2462363193
483	0.2461463458
484	0.2460682184
485	0.2459961538
486	0.2459071775
487	0.2458442048
488	0.2457355302
489	0.2456479644
490	0.2455378378
491	0.2454472987
492	0.2453662436
493	0.2453054894
494	0.2451414533
495	0.2450577555
496	0.2449968486
497	0.2449158053
498	0.2448142921
499	0.2447365845
500	0.2445818137
501	0.2444261171
502	0.2443429077
503	0.2442018966
504	0.2441028076
505	0.2440280957
506	0.2438879009
507	0.2438320074
508	0.2437540946
509	0.2436700325
510	0.2435654042
511	0.2435072042
512	0.2434308462
513	0.2433133514
514	0.2432178468
515	0.2430714413
516	0.2429677653
517	0.2428579147
518	0.2427772256
519	0.2427200074
520	0.2426411531
521	0.2425666194
522	0.2424285759
523	0.2423517351
524	0.242284637
525	0.2421597578
526	0.242032765
527	0.2419431573
528	0.2418915304
529	0.2418227201
530	0.2417167874
531	0.2416640292
532	0.2415684416
533	0.2414867599
534	0.2414048799
535	0.2413082028
536	0.2412072867
537	0.2411342295
538	0.2410366396
539	0.2409549642
540	0.240867873
541	0.2407864749
542	0.2407342356
543	0.2406603097
544	0.2405674269
545	0.2404741843
546	0.2403754221
547	0.2402995143
548	0.2402475427
549	0.2401391434
550	0.240062236
551	0.2399797814
552	0.2398579815
553	0.2397536815
554	0.2396495808
555	0.2395393634
556	0.2394636819
557	0.2393866439
558	0.2392615612
559	0.2391640637
560	0.2390701368
561	0.2389787881
562	0.2389009799
563	0.2388542958
564	0.2387954446
565	0.2387192435
566	0.2386372968
567	0.2385214946
568	0.2384567394
569	0.2384206703
570	0.2383106724
571	0.2382160499
572	0.238110857
573	0.238025151
574	0.2379474175
575	0.237870709
576	0.2378096097
577	0.237729421
578	0.237646265
579	0.2375613143
580	0.2374976465
581	0.2374264273
582	0.2373405762
583	0.2372507462
584	0.2371418843
585	0.2370482021
586	0.2370048384
587	0.2368875072
588	0.2367811855
589	0.2366908305
590	0.2366322383
591	0.2365114262
592	0.2364396864
593	0.2363691498
594	0.2363198717
595	0.2362479634
596	0.2361826504
597	0.2360812144
598	0.2359930331
599	0.2359265746
600	0.2358149088
601	0.2357436251
602	0.2357012732
603	0.2356343827
604	0.2355809019
605	0.2355083577
606	0.2354427068
607	0.2353920088
608	0.2353189547
609	0.2352380827
610	0.2351134343
611	0.235043384
612	0.234958219
613	0.2348928001
614	0.2348149879
615	0.2347387337
616	0.2346376227
617	0.2345233792
618	0.2344817396
619	0.234353629
620	0.2342742291
621	0.2342446298
622	0.2342081175
623	0.2341037983
624	0.2340162043
625	0.233934852
626	0.2338315826
627	0.2337686447
628	0.2336890439
629	0.233611586
630	0.2335483101
631	0.2334808621
632	0.2334116994
633	0.2333413302
634	0.2332673599
635	0.2331407995
636	0.2330468745
637	0.2329617863
638	0.232877347
639	0.2328090142
640	0.2327075547
641	0.2326286468
642	0.2325438003
643	0.2324397702
644	0.2323831185
645	0.232316529
646	0.2322348039
647	0.2321451516
648	0.2320879992
649	0.2320107106
650	0.2319700077
651	0.2318910892
652	0.2318278909
653	0.2317427629
654	0.2317014363
655	0.231622
656	0.2315650393
657	0.2315002301
658	0.2314271024
659	0.2313692154
660	0.2313085303
661	0.231248465
662	0.2312005203
663	0.2311455881
664	0.2310768765
665	0.2310014262
666	0.2309644596
667	0.230859078
668	0.2307682901
669	0.2306973618
670	0.2306480488
671	0.2305712901
672	0.2304985296
673	0.2304429173
674	0.2303514558
675	0.230297412
676	0.2302125
677	0.2301816129
678	0.2301022172
679	0.2300405186
680	0.2299687584
681	0.2298839344
682	0.2298239541
683	0.2297509955
684	0.2296686832
685	0.2295655267
686	0.2294787317
687	0.2294147473
688	0.2293279512
689	0.2292440535
690	0.2291879643
691	0.2291221683
692	0.2290612822
693	0.2289896268
694	0.2288999333
695	0.2288474004
696	0.2287772857
697	0.2287234827
698	0.2286684934
699	0.2285991665
700	0.228500863
701	0.2284504108
702	0.2283833683
703	0.2283181382
704	0.2282239447
705	0.2281571119
706	0.2280704223
707	0.2280077269
708	0.2279403777
709	0.2278982553
710	0.2278558024
711	0.2278018528
712	0.2277397755
713	0.2276733206
714	0.2275859133
715	0.2275397167
716	0.2274798793
717	0.2274102913
718	0.2273369746
719	0.227249277
720	0.227193549
721	0.2271219738
722	0.2270692383
723	0.2270125561
724	0.2269373132
725	0.2268880546
726	0.226830627
727	0.2267632201
728	0.2267123153
729	0.2266642149
730	0.2265976373
731	0.2265586957
732	0.2264843431
733	0.2264263613
734	0.2263794054
735	0.2263415655
736	0.2262757207
737	0.2261978747
738	0.2261316183
739	0.2260769631
740	0.2260261507
741	0.2259650277
742	0.2259156216
743	0.225857831
744	0.2257897495
745	0.2257167549
746	0.225662504
747	0.2255926405
748	0.2255064262
749	0.2254394001
750	0.2253681355
751	0.2253220889
752	0.2252405
753	0.2251753839
754	0.2251020366
755	0.2250494725
756	0.2249877425
757	0.2249079649
758	0.2248716827
759	0.2248292499
760	0.224762274
761	0.224673827
762	0.2246100594
763	0.2245517788
764	0.2244892945
765	0.2244293485
766	0.2243663949
767	0.2243149223
768	0.2242784227
769	0.2242134239
770	0.2241395171
771	0.2240612608
772	0.2240087995
773	0.2239569379
774	0.2239101959
775	0.2238361065
776	0.2237849539
777	0.2237195048
778	0.2236661241
779	0.2236151276
780	0.2235626337
781	0.2234924961
782	0.2234456504
783	0.2234075002
784	0.2233526354
785	0.2233105845
786	0.2232324653
787	0.2231773999
788	0.2231117116
789	0.2230782408
790	0.2230042792
791	0.222929376
792	0.2228602102
793	0.2228072871
794	0.2227481278
795	0.2226938311
796	0.2226427748
797	0.2226127156
798	0.2225593895
799	0.2225054588
800	0.2224744875
801	0.2224159339
802	0.2223730467
803	0.2223125094
804	0.2222594938
805	0.2221981496
806	0.2221314489
807	0.2220476995
808	0.2219705885
809	0.2218857814
810	0.2218273061
811	0.2217596279
812	0.2216949736
813	0.2216269744
814	0.221584941
815	0.2215374479
816	0.2214842036
817	0.2214363365
818	0.2213699361
819	0.2213188241
820	0.2212558104
821	0.2212331554
822	0.2211682545
823	0.2211141222
824	0.221053484
825	0.2209764495
826	0.2209165446
827	0.2208286545
828	0.2207682472
829	0.2207335249
830	0.2207151805
831	0.220639809
832	0.2205961331
833	0.220539126
834	0.2204911822
835	0.2204383292
836	0.2203661817
837	0.2203262536
838	0.2202877688
839	0.2202299357
840	0.2201724908
841	0.2201193842
842	0.2200421284
843	0.2199987286
844	0.2199410797
845	0.2198906776
846	0.2198255802
847	0.2197587584
848	0.2196977536
849	0.2196613155
850	0.2196154526
851	0.2195609793
852	0.2195242155
853	0.2194721434
854	0.2194121324
855	0.2193667916
856	0.2192971872
857	0.2192456562
858	0.2191678013
859	0.2191180673
860	0.2190779495
861	0.2190331233
862	0.2189929156
863	0.2189619866
864	0.218893265
865	0.218805859
866	0.2187354034
867	0.2186856572
868	0.2186660915
869	0.218619885
870	0.218573515
871	0.2185370911
872	0.218503755
873	0.2184462956
874	0.2183924507
875	0.2183420938
876	0.2182956931
877	0.2182305999
878	0.2182107033
879	0.2181460746
880	0.2181022156
881	0.2180327047
882	0.2179691113
883	0.2179203174
884	0.2178795821
885	0.2178306544
886	0.2177754153
887	0.217737438
888	0.2176973021
889	0.2176580281
890	0.2176049873
891	0.2175506896
892	0.2174989384
893	0.2174557572
894	0.2174014324
895	0.2173496659
896	0.2172876586
897	0.2172289697
898	0.2171838488
899	0.2170908326
900	0.2170368057
901	0.2169964596
902	0.2169189666
903	0.2168613086
904	0.2168064242
905	0.2167506688
906	0.2166569783
907	0.2165808834
908	0.2165475035
909	0.2164837533
910	0.216416327
911	0.2163747085
912	0.2163146498
913	0.2162642759
914	0.2162226599
915	0.2161530786
916	0.2161161669
917	0.2160672415
918	0.2159895443
919	0.2159540857
920	0.2159026218
921	0.215858599
922	0.2158277698
923	0.2157893509
924	0.2157601627
925	0.215705999
926	0.2156421386
927	0.2156041676
928	0.2155419507
929	0.2154826156
930	0.2153971588
931	0.2153595452
932	0.2153144665
933	0.2152562987
934	0.2152103786
935	0.2151565985
936	0.2150815872
937	0.2150413
938	0.2149670598
939	0.2149133843
940	0.2148602741
941	0.2148231253
942	0.2147660112
943	0.2147212149
944	0.2146386401
945	0.2145877394
946	0.2145392154
947	0.2145058647
948	0.2144398053
949	0.2143735663
950	0.2143050689
951	0.2142730906
952	0.2141930047
953	0.214116919
954	0.2140731154
955	0.2140392031
956	0.2140127558
957	0.2139679757
958	0.2138977677
959	0.2138322009
960	0.2137967225
961	0.213750326
962	0.2137160513
963	0.2136631108
964	0.213598657
965	0.2135388541
966	0.2134708438
967	0.2134289438
968	0.2133737739
969	0.2133308734
970	0.2132704674
971	0.2132172671
972	0.2131714292
973	0.2131279495
974	0.2130625777
975	0.2130094802
976	0.2129597955
977	0.2128883064
978	0.2128267907
979	0.2127787421
980	0.2127383342
981	0.2127072155
982	0.2126538516
983	0.2126069029
984	0.212553385
985	0.2125022534
986	0.2124423976
987	0.212390917
988	0.2123480515
989	0.2123038414
990	0.212215142
991	0.2121659663
992	0.2121176137
993	0.2120855945
994	0.2120256321
995	0.2119690023
996	0.2119112306
997	0.2118674262
998	0.2118087455
999	0.2117505294
1000	0.2117036001
1001	0.2116641387
1002	0.2116092072
1003	0.2115685044
1004	0.2115234885
1005	0.2114807423
1006	0.2114290343
1007	0.2113692197
1008	0.2113195879
1009	0.2112666551
1010	0.2112045697
1011	0.2111422719
1012	0.2111097149
1013	0.211066881
1014	0.2110350496
1015	0.2109693853
1016	0.2109181991
1017	0.2108552738
1018	0.2108139553
1019	0.2107599202
1020	0.2107238384
1021	0.21065313
1022	0.210621145
1023	0.2105818994
1024	0.2105363868
1025	0.210509748
1026	0.2104609605
1027	0.2104257961
1028	0.2103800478
1029	0.2103452802
1030	0.2102903586
1031	0.2102422944
1032	0.210199159
1033	0.2101482563
1034	0.2100999359
1035	0.2100303027
1036	0.209981569
1037	0.2099550127
1038	0.2099109231
1039	0.2098598209
1040	0.2098182036
1041	0.2097840421
1042	0.2097445582
1043	0.2097013664
1044	0.2096584898
1045	0.2095976556
1046	0.2095455341
1047	0.2095043421
1048	0.209464415
1049	0.2094164801
1050	0.209366577
1051	0.2093141197
1052	0.209269593
1053	0.209233005
1054	0.2091814764
1055	0.2091342526
1056	0.2091063859
1057	0.2090578163
1058	0.2089981732
1059	0.2089504466
1060	0.2089016371
1061	0.208867899
1062	0.2088265618
1063	0.2087840743
1064	0.2087394085
1065	0.2086899092
1066	0.2086526422
1067	0.2086063446
1068	0.2085666761
1069	0.2085299513
1070	0.2084721677
1071	0.2084426999
1072	0.2083978218
1073	0.2083625329
1074	0.2083202076
1075	0.2082653596
1076	0.2082067024
1077	0.2081657503
1078	0.2080846712
1079	0.2080314556
1080	0.2079939666
1081	0.2079359263
1082	0.2078865333
1083	0.2078555271
1084	0.207797307
1085	0.2077520805
1086	0.2077099292
1087	0.2076660244
1088	0.2076444274
1089	0.2076103872
1090	0.2075517559
1091	0.2075071986
1092	0.2074630642
1093	0.2074134976
1094	0.2073577795
1095	0.2073243733
1096	0.2072972481
1097	0.2072325059
1098	0.207183628
1099	0.2071687179
1100	0.2071130583
1101	0.2070508333
1102	0.2069809401
1103	0.2069476232
1104	0.2069166756
1105	0.2068851987
1106	0.2068327872
1107	0.2067720546
1108	0.2067311039
1109	0.2066663019
1110	0.2066207804
1111	0.2065761877
1112	0.2065159248
1113	0.2064787469
1114	0.2064507557
1115	0.2063994094
1116	0.2063465461
1117	0.2063150991
1118	0.2062677846
1119	0.206209497
1120	0.2061621368
1121	0.2061399065
1122	0.2061106501
1123	0.206052532
1124	0.2060137605
1125	0.2059629659
1126	0.205919097
1127	0.2058846225
1128	0.2058640845
1129	0.2058240445
1130	0.2057926686
1131	0.2057615225
1132	0.2057023917
1133	0.205652651
1134	0.2056074746
1135	0.2055400493
1136	0.2055029673
1137	0.205447069
1138	0.2054129053
1139	0.2053751539
1140	0.2053449049
1141	0.2053074444
1142	0.2052368488
1143	0.2051880218
1144	0.2051687219
1145	0.2051148103
1146	0.2050849754
1147	0.2050458638
1148	0.2050011423
1149	0.2049867646
1150	0.2049385851
1151	0.2048838106
1152	0.2048374114
1153	0.2048060132
1154	0.2047551374
1155	0.2047182564
1156	0.2046619801
1157	0.2046306072
1158	0.2045938977
1159	0.2045416645
1160	0.2044842369
1161	0.2044506888
1162	0.2044069658
1163	0.2043565894
1164	0.2043143525
1165	0.2042661502
1166	0.2042322004
1167	0.2042001919
1168	0.2041481001
1169	0.2041120446
1170	0.204071616
1171	0.2040366699
1172	0.2039949089
1173	0.203947992
1174	0.2038900061
1175	0.203825533
1176	0.2037883157
1177	0.2037477131
1178	0.203716518
1179	0.2036760138
1180	0.2036206799
1181	0.2035868413
1182	0.2035498224
1183	0.2034871856
1184	0.2034572491
1185	0.2033891077
1186	0.2033353992
1187	0.2032893051
1188	0.2032520446
1189	0.2032179388
1190	0.2031700858
1191	0.2031180923
1192	0.2030929739
1193	0.2030253641
1194	0.2029697642
1195	0.2029421349
1196	0.2029126851
1197	0.2028796565
1198	0.2028285092
1199	0.20279854
1200	0.2027474905
1201	0.2027063542
1202	0.2026886742
1203	0.202653468
1204	0.2026266785
1205	0.2025721384
1206	0.2025227822
1207	0.202481246
1208	0.202437092
1209	0.2023905048
1210	0.2023592549
1211	0.2023116126
1212	0.202281002
1213	0.2022526064
1214	0.2022011828
1215	0.2021509004
1216	0.2021199474
1217	0.2020786697
1218	0.2020284115
1219	0.2019833261
1220	0.2019384031
1221	0.2018911329
1222	0.201859626
1223	0.2018209826
1224	0.201785347
1225	0.2017396118
1226	0.2017101656
1227	0.2016592576
1228	0.2016307211
1229	0.2016015908
1230	0.2015622511
1231	0.2015195645
1232	0.2014621087
1233	0.2014134896
1234	0.2013654124
1235	0.2013320949
1236	0.2012840697
1237	0.2012443327
1238	0.201210768
1239	0.2011813573
1240	0.2011203051
1241	0.2010861673
1242	0.2010452732
1243	0.2009968561
1244	0.2009685004
1245	0.2009112679
1246	0.2008691442
1247	0.2008334958
1248	0.2007976409
1249	0.2007634416
1250	0.2007021595
1251	0.2006624599
1252	0.2006214469
1253	0.2005886082
1254	0.2005357785
1255	0.2004872298
1256	0.2004517737
1257	0.2004136176
1258	0.2003826519
1259	0.2003520091
1260	0.2002937995
1261	0.2002669073
1262	0.2002237887
1263	0.2001958316
1264	0.2001430184
1265	0.2001093573
1266	0.2000451205
1267	0.2000019995
1268	0.1999682742
1269	0.1999389901
1270	0.199906368
1271	0.1998815403
1272	0.1998356234
1273	0.1997942648
1274	0.1997693967
1275	0.1997021048
1276	0.1996605237
1277	0.1996223475
1278	0.1996011769
1279	0.1995694067
1280	0.1995320672
1281	0.1994831557
1282	0.1994468991
1283	0.1994051622
1284	0.1993675446
1285	0.1993410655
1286	0.1993021145
1287	0.1992546296
1288	0.1992319003
1289	0.1991980191
1290	0.199140486
1291	0.1991061974
1292	0.1990668518
1293	0.1990411563
1294	0.1990011791
1295	0.1989578107
1296	0.1989102777
1297	0.1988799337
1298	0.1988378238
1299	0.1988040808
1300	0.1987763504
1301	0.1987385449
1302	0.198699995
1303	0.1986524633
1304	0.1986172292
1305	0.1985921617
1306	0.1985226975
1307	0.1984765718
1308	0.198423816
1309	0.1983950557
1310	0.1983313514
1311	0.1983089086
1312	0.1982740835
1313	0.1982476193
1314	0.1982285318
1315	0.1982053285
1316	0.1981659767
1317	0.1981323378
1318	0.1980975311
1319	0.1980645028
1320	0.1980131143
1321	0.1979686359
1322	0.197936913
1323	0.1978891044
1324	0.1978446449
1325	0.1978201469
1326	0.1977870484
1327	0.1977472003
1328	0.1977124415
1329	0.1976844838
1330	0.1976603055
1331	0.1976207141
1332	0.1975808827
1333	0.1975535439
1334	0.1975065253
1335	0.1974806103
1336	0.1974492859
1337	0.1974138854
1338	0.1973881223
1339	0.1973687127
1340	0.1973302609
1341	0.1972940932
1342	0.1972586911
1343	0.1972134589
1344	0.1971744768
1345	0.1971263311
1346	0.197097047
1347	0.1970368521
1348	0.1970010238
1349	0.1969462126
1350	0.1969234174
1351	0.1968868252
1352	0.196856653
1353	0.1968104532
1354	0.1967877329
1355	0.1967562684
1356	0.19673237
1357	0.1966956091
1358	0.1966333409
1359	0.1966075607
1360	0.1965578103
1361	0.1965136596
1362	0.1964734065
1363	0.1964414056
1364	0.1964119723
1365	0.1963837472
1366	0.1963547024
1367	0.1963247271
1368	0.1962969216
1369	0.1962679524
1370	0.1962297803
1371	0.196207022
1372	0.1961647154
1373	0.1961302005
1374	0.1960834289
1375	0.1960373946
1376	0.195993273
1377	0.195958308
1378	0.1959216053
1379	0.1958873624
1380	0.1958579011
1381	0.195818594
1382	0.195793677
1383	0.1957572479
1384	0.1957141638
1385	0.1956909762
1386	0.1956550232
1387	0.1956167348
1388	0.1955868059
1389	0.1955561306
1390	0.1955238643
1391	0.1954791053
1392	0.1954314686
1393	0.1953672514
1394	0.1953267513
1395	0.1952887824
1396	0.1952415496
1397	0.1952060045
1398	0.1951423725
1399	0.1951130382
1400	0.1950893664
1401	0.1950426629
1402	0.1950039102
1403	0.1949630155
1404	0.1949354397
1405	0.1949044112
1406	0.1948655672
1407	0.1948308105
1408	0.1947951141
1409	0.1947686062
1410	0.1947341049
1411	0.194711906
1412	0.1946664472
1413	0.1946365447
1414	0.1945744979
1415	0.194547027
1416	0.1945110019
1417	0.1944758956
1418	0.1944416052
1419	0.1944113882
1420	0.194395616
1421	0.1943592049
1422	0.1943222146
1423	0.1942883927
1424	0.1942302985
1425	0.1941920686
1426	0.1941659355
1427	0.1941526847
1428	0.194114206
1429	0.1940815854
1430	0.1940282158
1431	0.193984499
1432	0.1939528116
1433	0.1939194552
1434	0.1938888077
1435	0.1938566813
1436	0.1938354502
1437	0.1937981413
1438	0.1937641038
1439	0.1937251513
1440	0.193689689
1441	0.1936546394
1442	0.1936108011
1443	0.1935867154
1444	0.1935591353
1445	0.1935379658
1446	0.1935005731
1447	0.1934700239
1448	0.1934412253
1449	0.1934125539
1450	0.1933704455
1451	0.1933408735
1452	0.1933060251
1453	0.1932833601
1454	0.1932565656
1455	0.1932203698
1456	0.1931970557
1457	0.1931541758
1458	0.1931282104
1459	0.1930979846
1460	0.1930734079
1461	0.1930245772
1462	0.1930064929
1463	0.1929705022
1464	0.1929443231
1465	0.1928822499
1466	0.1928439361
1467	0.1927983966
1468	0.192773127
1469	0.1927304961
1470	0.1926807646
1471	0.1926382025
1472	0.1926150824
1473	0.1925814186
1474	0.1925370771
1475	0.192493723
1476	0.192454478
1477	0.1924235016
1478	0.1923677784
1479	0.1923321278
1480	0.1922872333
1481	0.1922461986
1482	0.192218817
1483	0.192192012
1484	0.1921572642
1485	0.1921333756
1486	0.1921002693
1487	0.1920634286
1488	0.1920360935
1489	0.191981471
1490	0.1919585237
1491	0.1919241379
1492	0.1918960594
1493	0.1918646287
1494	0.1918223381
1495	0.1917900928
1496	0.191768294
1497	0.1917259066
1498	0.1916925519
1499	0.1916669608
1500	0.1916326712
1501	0.1915930266
1502	0.1915693713
1503	0.1915359713
1504	0.1914963179
1505	0.1914750311
1506	0.1914282762
1507	0.1913913016
1508	0.1913439291
1509	0.1913225913
1510	0.1912918735
1511	0.1912722566
1512	0.1912415258
